Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Lil Jessie,2023-06-14 00:48:39,00:00:14,Autoplayed: user action: None; ,Inciting Incident Clip 2: The Wonder Weeks,HOOK,FireTV 4K Stick 2018,00:00:14,00:00:14,US (United States)
Lil Jessie,2023-06-14 00:47:40,00:00:54,Autoplayed: user action: None; ,Season 3 High Context Clip 2: Love Is Blind: Brazil,HOOK,FireTV 4K Stick 2018,00:00:54,00:00:54,US (United States)
Lil Jessie,2023-06-14 00:47:01,00:00:36,Autoplayed: user action: None; ,A Lot Like Love - NG_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:36,00:00:36,US (United States)
Lil Jessie,2023-06-14 00:46:35,00:00:16,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip: Questo mondo non mi renderà cattivo,HOOK,FireTV 4K Stick 2018,00:00:16,00:00:16,US (United States)
Lil Jessie,2023-06-14 00:45:41,00:00:51,Autoplayed: user action: None; ,Season 1 Trailer: El asesino de la baraja,TRAILER,FireTV 4K Stick 2018,00:00:52,00:00:52,US (United States)
Lil Jessie,2023-06-14 00:45:20,00:00:14,Autoplayed: user action: None; ,Season 1 Inciting Incident Clip: Human Resources,HOOK,FireTV 4K Stick 2018,00:00:14,00:00:14,US (United States)
Lil Jessie,2023-06-14 00:44:58,00:00:20,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Tex Mex Motors,HOOK,FireTV 4K Stick 2018,00:00:20,Not latest view,US (United States)
Lil Jessie,2023-06-14 00:44:19,00:00:20,Autoplayed: user action: None; ,Season 1 Character Intro Clip: Queens,HOOK,FireTV 4K Stick 2018,00:00:20,00:00:20,US (United States)
Lil Jessie,2023-06-14 00:44:01,00:00:10,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: FUBAR (OS),HOOK,FireTV 4K Stick 2018,00:00:10,00:00:10,US (United States)
Lil Jessie,2023-06-14 00:42:57,00:01:02,Autoplayed: user action: None; ,Season 1 Teaser: Bloodhounds,TEASER_TRAILER,FireTV 4K Stick 2018,00:01:02,00:01:02,US (United States)
Lil Jessie,2023-06-14 00:42:44,00:00:08,Autoplayed: user action: None; ,Never Have I Ever: Season 1 PVS Trailer A,TRAILER,FireTV 4K Stick 2018,00:00:08,00:00:08,US (United States)
Lil Jessie,2023-06-14 00:42:16,00:00:26,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: Freeridge,HOOK,FireTV 4K Stick 2018,00:00:26,00:00:26,US (United States)
Lil Jessie,2023-06-14 00:41:49,00:00:04,Autoplayed: user action: None; ,The Walking Dead: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Lil Jessie,2023-06-14 00:39:12,00:02:08,,Season 6 Trailer: Black Mirror,TRAILER,Apple iPhone SE 3rd Gen iPhone,00:02:08,00:02:08,US (United States)
Lil Jessie,2023-06-14 00:38:24,00:00:06,Autoplayed: user action: None; ,Ben 10 (Classic): Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Lil Jessie,2023-06-09 00:23:26,00:00:28,,Top Boy: Summerhouse: Series 2: Episode 1,,Apple iPhone SE 3rd Gen iPhone,00:13:34,00:13:34,US (United States)
Lil Jessie,2023-06-09 00:23:18,00:00:04,Autoplayed: user action: None; ,Top Boy: Summerhouse: Series 1_hook_primary_16x9,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:04,00:00:04,US (United States)
Lil Jessie,2023-06-09 00:22:48,00:00:24,Autoplayed: user action: None; ,Season 2 Plot Clip: Top Boy,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:25,Not latest view,US (United States)
Lil Jessie,2023-06-09 00:21:58,00:00:12,Autoplayed: user action: None; ,The Walking Dead: Season 1_hook_primary_16x9,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:12,Not latest view,US (United States)
Lil Jessie,2023-06-09 00:21:24,00:00:14,Autoplayed: user action: None; ,Season 2 Trailer: History 101,TRAILER,Apple iPhone SE 3rd Gen iPhone,00:00:14,00:00:14,US (United States)
Lil Jessie,2023-06-08 21:23:39,00:15:22,,Justice League Unlimited: Season 1: The Balance (Episode 18),,FireTV 4K Stick 2018,00:20:12,Not latest view,US (United States)
Lil Jessie,2023-06-08 21:22:43,00:00:40,Autoplayed: user action: None; ,Season 4 Main Character Clip: Never Have I Ever,HOOK,FireTV 4K Stick 2018,00:00:40,00:00:40,US (United States)
Lil Jessie,2023-06-04 03:15:08,00:35:06,,All American: Season 1: Homecoming (Episode 8),,FireTV 4K Stick 2018,00:36:07,Not latest view,US (United States)
Lil Jessie,2023-06-04 03:14:48,00:00:05,Autoplayed: user action: None; ,Trailer 2: Stranger Things 4,TRAILER,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Lil Jessie,2023-06-04 03:13:01,00:01:35,Autoplayed: user action: None; ,The Batman: Season 1_hook_02_16x9,HOOK,FireTV 4K Stick 2018,00:01:35,Not latest view,US (United States)
Lil Jessie,2023-06-04 03:12:45,00:00:13,Autoplayed: user action: None; ,Justice League: Season 1_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:00:13,00:00:13,US (United States)
Lil Jessie,2023-06-04 03:12:04,00:00:31,Autoplayed: user action: None; ,Funny People_hook_02_16x9,HOOK,FireTV 4K Stick 2018,00:00:31,00:00:31,US (United States)
Lil Jessie,2023-06-04 01:27:19,00:44:39,,Stranger Things: Season 1: Chapter Eight: The Upside Down (Episode 8),,FireTV 4K Stick 2018,00:44:44,00:44:44,US (United States)
Lil Jessie,2023-06-04 00:47:19,00:39:57,,Stranger Things: Season 1: Chapter Seven: The Bathtub (Episode 7),,FireTV 4K Stick 2018,00:40:02,00:40:02,US (United States)
Lil Jessie,2023-06-04 00:02:39,00:44:38,,Stranger Things: Season 1: Chapter Six: The Monster (Episode 6),,FireTV 4K Stick 2018,00:44:43,00:44:43,US (United States)
Lil Jessie,2023-06-03 23:59:05,00:03:31,,Stranger Things: Season 1: Chapter Five: The Flea and the Acrobat (Episode 5),,FireTV 4K Stick 2018,00:50:58,00:50:58,US (United States)
Lil Jessie,2023-06-03 22:22:59,00:47:25,,Stranger Things: Season 1: Chapter Five: The Flea and the Acrobat (Episode 5),,FireTV 4K Stick 2018,00:47:30,Not latest view,US (United States)
Lil Jessie,2023-06-03 21:34:26,00:48:21,,Stranger Things: Season 1: Chapter Four: The Body (Episode 4),,FireTV 4K Stick 2018,00:48:26,00:48:26,US (United States)
Lil Jessie,2023-06-03 20:44:40,00:49:44,,"Stranger Things: Season 1: Chapter Three: Holly, Jolly (Episode 3)",,FireTV 4K Stick 2018,00:49:49,00:49:49,US (United States)
Lil Jessie,2023-06-03 19:51:21,00:53:16,,Stranger Things: Season 1: Chapter Two: The Weirdo on Maple Street (Episode 2),,FireTV 4K Stick 2018,00:53:20,00:53:20,US (United States)
Lil Jessie,2023-06-03 19:48:00,00:03:18,,Stranger Things: Season 1: Chapter One: The Vanishing of Will Byers (Episode 1),,FireTV 4K Stick 2018,00:46:30,00:46:30,US (United States)
Lil Jessie,2023-06-03 19:07:43,00:05:19,,Stranger Things: Season 1: Chapter One: The Vanishing of Will Byers (Episode 1),,FireTV 4K Stick 2018,00:43:14,Not latest view,US (United States)
Lil Jessie,2023-06-03 19:06:35,00:00:21,Autoplayed: user action: None; ,Season 1 Teaser: The Days,TEASER_TRAILER,FireTV 4K Stick 2018,00:00:21,Not latest view,US (United States)
Lil Jessie,2023-06-03 09:07:10,00:00:04,Autoplayed: user action: None; ,The Toys That Made Us: Season 3: Teenage Mutant Ninja Turtles (Episode 1),,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-06-03 08:24:20,00:42:48,,The Toys That Made Us: Season 3: Professional Wrestling (Episode 4),,FireTV 4K Stick 2018,00:42:51,00:42:51,US (United States)
Lil Jessie,2023-06-03 07:41:18,00:43:00,,The Toys That Made Us: Season 3: My Little Pony (Episode 3),,FireTV 4K Stick 2018,00:43:03,00:43:03,US (United States)
Lil Jessie,2023-06-03 07:11:25,00:29:17,,The Toys That Made Us: Season 3: Mighty Morphin Power Rangers (Episode 2),,FireTV 4K Stick 2018,00:44:57,00:44:57,US (United States)
Lil Jessie,2023-06-03 07:11:00,00:00:07,Autoplayed: user action: None; ,Justice League Unlimited: Season 1_hook_02_16x9,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Lil Jessie,2023-06-03 06:35:18,00:21:24,,The Toys That Made Us: Season 3: Mighty Morphin Power Rangers (Episode 2),,Apple iPhone SE 3rd Gen iPhone,00:21:24,Not latest view,US (United States)
Lil Jessie,2023-06-03 06:34:58,00:00:05,Autoplayed: user action: None; ,High Score: Season 1 PVS Clip 5,HOOK,Apple iPhone SE 3rd Gen iPhone,00:00:05,00:00:05,US (United States)
